Date,Time,Name,Text,scores,compound,Negative,Positive,Neutral,comp_score
12-05-2023,22:58 PM,Priya,You are my favorite person in the world,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}",0.4588,0.0,0.3,0.7,pos
15-05-2023,8:46 AM,Priya,I get butterflies when I think of you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
15-05-2023,12:02 PM,Priya,Can you share the document with me,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.296,0.0,0.268,0.732,pos
15-05-2023,12:04 PM,Priya,You have a beautiful soul,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,0.0,0.565,0.435,pos
15-05-2023,13:41 PM,Priya,The car needs to be serviced,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
15-05-2023,14:00 PM,Priya,You are so breathtakingly beautiful,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.6344}",0.6344,0.0,0.511,0.489,pos
15-05-2023,14:08 PM,Priya,Did you watch the news today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
15-05-2023,14:35 PM,Priya,Did you update the software,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
15-05-2023,15:00 PM,Priya,I need to fix this bug before release,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
15-05-2023,18:47 PM,Arun,Your smile makes my day so much better,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.6887}",0.6887,0.0,0.486,0.514,pos
15-05-2023,21:25 PM,Arun,I love how you always inspire me,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.836}",0.836,0.0,0.664,0.336,pos
15-05-2023,22:50 PM,Priya,I love your kind and generous spirit,"{'neg': 0.0, 'neu': 0.137, 'pos': 0.863, 'compound': 0.9118}",0.9118,0.0,0.863,0.137,pos
20-05-2023,9:38 AM,Arun,You are so exquisitely beautiful,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.6344}",0.6344,0.0,0.511,0.489,pos
20-05-2023,9:48 AM,Arun,I feel so happy when I am with you,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.6115}",0.6115,0.0,0.4,0.6,pos
20-05-2023,9:59 AM,Priya,I would love to take you out sometime,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,0.0,0.412,0.588,pos
20-05-2023,10:29 AM,Priya,You are the most beautiful person inside and out,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6361}",0.6361,0.0,0.344,0.656,pos
20-05-2023,11:16 AM,Arun,I love your sweet and caring nature,"{'neg': 0.0, 'neu': 0.224, 'pos': 0.776, 'compound': 0.886}",0.886,0.0,0.776,0.224,pos
20-05-2023,11:26 AM,Priya,I have to travel to Chennai next week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,11:28 AM,Priya,Every moment with you feels magical,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,11:41 AM,Priya,I love your smile so much,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.7717}",0.7717,0.0,0.691,0.309,pos
20-05-2023,11:43 AM,Arun,The electricity bill is due this week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,12:13 PM,Priya,I need to renew my subscription,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,13:54 PM,Arun,You deleted this message,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,13:57 PM,Priya,I need to call the doctor tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,14:55 PM,Priya,Can you pick up the kids from school,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,16:29 PM,Arun,Can you review my code please,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,0.0,0.315,0.685,pos
20-05-2023,17:16 PM,Arun,The office will be closed on Monday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
20-05-2023,17:29 PM,Priya,You are absolutely stunning,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.4391}",0.4391,0.0,0.491,0.509,pos
20-05-2023,18:31 PM,Arun,You are so delightfully charming,"{'neg': 0.0, 'neu': 0.254, 'pos': 0.746, 'compound': 0.8696}",0.8696,0.0,0.746,0.254,pos
20-05-2023,21:22 PM,Priya,You are always in my thoughts,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,8:11 AM,Priya,Did you complete the homework,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,9:13 AM,Arun,I miss you so much when you are not around,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.167,0.0,0.833,neg
25-05-2023,9:24 AM,Priya,I feel so lucky to know you,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",0.4754,0.0,0.382,0.618,pos
25-05-2023,10:23 AM,Arun,You are the most precious thing in my life,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6115}",0.6115,0.0,0.333,0.667,pos
25-05-2023,10:27 AM,Priya,I love your sweet and tender heart,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.802}",0.802,0.0,0.643,0.357,pos
25-05-2023,11:06 AM,Priya,I love how you always brighten my day,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.7964}",0.7964,0.0,0.587,0.413,pos
25-05-2023,11:11 AM,Priya,I need to buy a new charger,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,12:21 PM,Arun,The new policy starts from next month,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,12:27 PM,Priya,You brighten up my whole world,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,0.0,0.367,0.633,pos
25-05-2023,13:14 PM,Priya,You are the reason I smile every day,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,0.0,0.294,0.706,pos
25-05-2023,13:17 PM,Priya,I need to submit the form by Friday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,13:49 PM,Priya,Can you pass me the salt please,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,0.0,0.277,0.723,pos
25-05-2023,14:15 PM,Arun,The hospital appointment is at 10am,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,15:01 PM,Priya,I have to prepare the monthly report,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,17:43 PM,Priya,The deployment failed due to an error,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0.545,0.0,0.455,neg
25-05-2023,18:05 PM,Priya,I have to attend the parent teacher meeting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,18:07 PM,Priya,You look absolutely beautiful today,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6361}",0.6361,0.0,0.512,0.488,pos
25-05-2023,19:09 PM,Arun,<Media omitted>,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,19:18 PM,Arun,Can you remind me about the appointment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,19:33 PM,Priya,<Media omitted>,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,19:59 PM,Priya,I love your cute sense of humor,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.8519}",0.8519,0.0,0.756,0.244,pos
25-05-2023,20:23 PM,Arun,The code review is scheduled for tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,20:49 PM,Priya,The road is under construction near here,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
25-05-2023,22:48 PM,Priya,Did you charge your phone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,8:33 AM,Arun,I have to attend a seminar today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,8:35 AM,Arun,The supermarket is closed today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,8:37 AM,Arun,You are so magnificently beautiful,"{'neg': 0.0, 'neu': 0.234, 'pos': 0.766, 'compound': 0.8955}",0.8955,0.0,0.766,0.234,pos
01-06-2023,8:42 AM,Priya,Did you pay the rent this month,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.189,0.0,0.811,neg
01-06-2023,9:34 AM,Priya,I love your tender and loving heart,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8442}",0.8442,0.0,0.669,0.331,pos
01-06-2023,9:40 AM,Priya,The project deadline is next week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,9:52 AM,Priya,The ATM is out of cash nearby,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,11:03 AM,Arun,You are my dream come true,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5859}",0.5859,0.0,0.545,0.455,pos
01-06-2023,17:27 PM,Arun,You are the most amazing person I have ever met,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.624}",0.624,0.0,0.338,0.662,pos
01-06-2023,18:15 PM,Priya,Can you check the schedule for tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,19:19 PM,Priya,You are the one I have been waiting for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,20:41 PM,Arun,I love how caring and sweet you are,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.886}",0.886,0.0,0.722,0.278,pos
01-06-2023,21:40 PM,Arun,I love talking to you for hours,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,0.0,0.457,0.543,pos
01-06-2023,22:10 PM,Priya,Did you get the job offer letter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,22:25 PM,Arun,I need to deploy the application today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
01-06-2023,22:40 PM,Arun,I wish I could be with you right now,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,0.0,0.31,0.69,pos
10-06-2023,9:37 AM,Priya,I have to attend the technical interview,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
10-06-2023,9:54 AM,Arun,I get nervous every time I see you,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.296,0.0,0.704,neg
10-06-2023,9:57 AM,Priya,You are the most lovable person I know,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.6478}",0.6478,0.0,0.417,0.583,pos
10-06-2023,10:09 AM,Priya,Did you backup your data,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neg
10-06-2023,10:12 AM,Arun,I love how you always make me laugh,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,0.0,0.609,0.391,pos
